"Corpus";"Corpus_URL";"Size";"Annotation";"Licence";"Licence_URL";"Language";"Description";"Family";"Buttons";"Buttons_URL";"Publication";"Publication_URL";"Note"
"Speech, Thought and Writing Presentation Corpus";"http://hdl.handle.net/20.500.12024/2540";"260,000 words";"identification of reported speech";"CC BY-NC-SA 3.0";;"English";"This corpus contains literary, newspaper and biography texts.#SEPThe corpus is available for download from the Oxford Text Archive.";"Manually annotated corpora";"Download";"http://hdl.handle.net/20.500.12024/2540";;;
"The ACL RD-TEX 2.0";"http://hdl.handle.net/11372/LRT-1661";"33216 tokens";"terminology extraction/classification";"CC BY-NC-SA 4.0";;"English";"This corpus contains 6818 terms extracted from abstracts of computational linguistics papers.#SEPThe corpus is available for download from LINDAT and through KonText.";"Manually annotated corpora";"KonText#SEPDownload";"https://lindat.mff.cuni.cz/services/kontext/first_form?corpname=aclrd20_en_a#SEPhttp://hdl.handle.net/11372/LRT-1661";"QasemiZadeh and Schumann (2016)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#QasemiZadeh%20and%20Schumann%202016";
"Estonian Treebank annotated with coreference relations";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-0016AL";"107,000 words";"anaphora relations";"GPL";;"Estonian";"This corpus contains newspaper texts plus one scientific medical text.#SEPThe corpus is available for download from META-SHARE (CELR distribution).";"Manually annotated corpora";"Download";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-0016AL";;;
"Semantically disambiguated corpus of Estonian";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-00081L";"375,733 tokens";"word sense disambiguation";"CLARIN ACA";;"Estonian";"The corpus is available for download from META-SHARE (CELR distribution).";"Manually annotated corpora";"Download";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-00081L";;;
"TimeML annotated corpus of Estonian newspaper articles";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-0015CL";"22,000 words";"temporal semantic annotations";"CC-BY-SA";;"Estonian";"This corpus contains newspaper articles.#SEPThe corpus is available for download from META-SHARE (CELR distribution).";"Manually annotated corpora";"Download";"http://hdl.handle.net/10.15155/1-00-0000-0000-0000-0015CL";;;
"Greek Coreference Corpus";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-25DC-F";"62,988 tokens";"coreference";"CC-BY-NC-SA";;"Greek";"In addition to coreference, the corpus is annotated for identity and bridging relations.#SEPIn addition to coreference, the corpus is annotated for identity and bridging relations.";"Manually annotated corpora";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-25DC-F";"Ogrodnizcuk et al. (2015)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#Ogrodnizcuk%20et%20al.%202015";
"Greek Textual Entailment Corpus";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23DB-2";"600 sentence-pairs";"logical entailment";"CC-BY";;"Greek";"This corpus contains texts from the domains of politics, law and travel.#SEPThis corpus is available for download from the clarin:el repository.";"Manually annotated corpora";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23DB-2";;;
"KPWr (Polish Corpus of Wrocław University of Technology) 1.2";"http://hdl.handle.net/11321/270";"447,000 tokens";"selected predicate-argument relations, relations between named entities, anaphora relations, word senses, events, temporal expressions, spatial relations between entities, keywords and semantic roles within nominal and adjective phrases";"CC BY-SA 3.0";;"Polish";"This corpus contains texts in a variety of domains (blogs, science, stenographic recordings, etc.).#SEPThe corpus is available for download from the CLARIN-PL repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11321/270";;;
"Polish Coreference Corpus";"http://zil.ipipan.waw.pl/PolishCoreferenceCorpus";"540,000 tokens";"coreference";"CC BY 3";;"Polish";"This corpus contains texts in a variety of domains (magazines, fiction literature, non-fiction literature, computer-mediated communication, academic writing, etc.).#SEPThe corpus is available for download and online browsing.";"Manually annotated corpora";"Concordancer#SEPDownload";"http://pcc.nlp.ipipan.waw.pl/#SEPhttp://zil.ipipan.waw.pl/PolishCoreferenceCorpus";;;
"Polish Summaries Corpus";"http://zil.ipipan.waw.pl/PolishSummariesCorpus";"10845 summaries";"summarization";"CC BY 3";;"Polish";"This corpus is available for download from the ZIL IPI PAN repository.";"Manually annotated corpora";"Download";"http://zil.ipipan.waw.pl/PolishSummariesCorpus";"Ogrodniczuk and Kopeć (2014)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#Ogrodniczuk%20and%20Mateusz%20Kope%C4%87%202014";
"WUT Relations Between Sentences Corpus";"http://hdl.handle.net/11321/305";"5654 sentences";"relations between sentences - Cross-document Structure Theory (CST)";"CC BY-SA 3.0";;"Polish";"This corpus contains news items.#SEPThe corpus is available for download from the CLARIN.PL repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11321/305";;;
"Serbian Twitter training corpus ReLDI-NormTagNER-sr 3.0";"http://hdl.handle.net/11356/1794";"92,271 tokens";"word normalisation";"CC BY 4.0";;"Serbian";"This corpus contains manually annotated Serbian tweets. It is meant as a gold-standard training and testing dataset for tokenisation, sentence segmentation, word normalisation, morphosyntactic tagging, lemmatisation and named entity recognition of non-standard Serbian. Each tweet is also annotated for its automatically assigned standardness levels (T = technical standardness, L = linguistic standardness)..#SEPThe corpus is available for download from the CLARIN.SI repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1794";"Miličević and Ljubešić (2016)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#milicevic";
"ASR database ARTUR 1.0";"http://hdl.handle.net/11356/1772";"884 hours";"orthographically transcribed speech";"CC BY-SA 4.0";;"Slovenian";"This corpus was designed for the needs of developing automatic speech recognition for the Slovenian language. The complete database includes 1,067 hours of speech, of which 884 hours are transcribed, while the remaining 183 hours are recordings only.#SEPThe audio files are available in <a href=""http://hdl.handle.net/11356/1776"">a separate repository entry</a>. Transcriptions are available in the original TRS format of the Transcriber 1.5.1 tool which was used for making the transcriptions. All transcriptions were made manually or manually corrected.#SEPThe data are structured as follows: <ol> <li>Artur-B, read speech, 573 hours in total.#SEPIt includes: (1a) Artur-B-Brani, 485 hours: Readings of sentences which were pre-selected from a 10% increment in the Gigafida 2.0 corpus. The sentences were chosen in such a way that they reflect the natural or the actual distribution of triphones in the words. They were distributed between 1,000 speakers, so that we recorded approx. 30 min in read form from each speaker. The speakers were balanced according to gender, age, region, and a small proportion of speakers were non-native speakers of Slovene. Each sentence is its own audio file and has a corresponding transcription file. (1b) Artur-B-Crkovani, 10 hours: Spellings. Speakers were asked to spell abbreviations and personal names and surnames, all chosen so that all Slovene letters were covered, plus the most common foreign letters. (1c) Artur-B-Studio, 51 hours: Designed for the development of speech synthesis. The sentences were read in a studio by a single speaker. Each sentence is its own audio file and has a corresponding transcription file. (1d) Artur-B-Izloceno, 27 hours: The recordings include different types of errors, typically, incorrect reading of sentences or a noisy environment.</li> <li>(2) Artur-J, public speech, 62 hours in total.#SEPIt includes: (2a) Artur-J-Splosni, 62 hours: media recordings, online recordings of conferences, workshops, education videos, etc.</li> <li>(3) Artur-N, private speech, 74 hours in total.#SEPIt includes: (3a) Artur-N-Obrazi, 6 hours: Speakers were asked to describe faces on pictures. Designed for a face-description domain-specific speech recognition. (3b) Artur-N-PDom, 7 hours: Speakers were asked to read pre-written sentences, as well as to express instructions for a potential smart-home system freely. Designed for a smart-home domain-specific speech recognition. (3c) Artur-N-Prosti, 61 hours: Monologues and dialogues between two persons, recorded for the purposes of the Artur database creation. Speakers were asked to conversate or explain freely on casual topics.</li> <li>(4) Artur-P, parliamentary speech, 201 hours in total.#SEPIt includes: (4a) Artur-P-SejeDZ, 201 hours: Speech from the Slovene National Assembly.</li>#SEPThe corpus is available for download from the CLARIN.SI repository. ";"Manually annotated corpora";"Download (transcriptions)#SEPDownload (audio files)";"http://hdl.handle.net/11356/1772#SEPhttp://hdl.handle.net/11356/1776";;;
"CMC training corpus Janes-Norm 1.2";"http://hdl.handle.net/11356/1084";"184,755 tokens";"normalization";"CC BY-SA 4.0";;"Slovenian";"This corpus is partially also manually annotated with MSD tags and lemmatized.#SEPThe corpus is available through the concordancers KonText and noSketchEngine and for download from the CLARIN.SI repository.";"Manually annotated corpora";"KonText#SEPnoSketch#SEPDownload";"https://www.clarin.si/kontext/first_form?corpname=janes_norm#SEPhttps://www.clarin.si/noske/run.cgi/corp_info?corpname=janes_norm&struct_attr_stats=1#SEPhttp://hdl.handle.net/11356/1084";;;
"CMC training corpus Janes-Tag 2.0";"http://hdl.handle.net/11356/1123";"75,000 tokens";"word normalisation";"CC BY-SA 4.0";;"Slovenian";"This corpus contains computer-mediated communication (CMC). The corpus is morphosyntactically tagged following the <a href=""http://nl.ijs.si/ME/V5/msd/"">MULTEXT-East Version 5 tagset</a>.#SEPThe corpus is available through the concordancers KonText and noSketchEngine and for download from the CLARIN.SI repository.";"Manually annotated corpora";"KonText#SEPnoSketch#SEPDownload";"https://www.clarin.si/kontext/first_form?corpname=janes_tag#SEPhttps://www.clarin.si/noske/run.cgi/corp_info?corpname=janes_tag&struct_attr_stats=1#SEPhttp://hdl.handle.net/11356/1123";"Fišer et al. (2018)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#fiser";
"Corpus of comma placement Vejica 1.3";"http://hdl.handle.net/11356/1185";"104,000 sentences";"comma placement";"CC BY-NC-SA 4.0";;"Slovenian";"This corpus contains texts from various Slovenian corpora (<a href=""http://nl.ijs.si/isjt06/proc/26_Stritar.pdf"">KUST</a>, <a href=""http://www.slovenscina.eu/korpusi/solar"">Šolar</a> a<a href=""http://www.slovenscina.eu/korpusi/lektor"">Lektor</a>m <a href=""http://hdl.handle.net/11356/1088"">JANES-Vejica</a>n Wikpedia.#SEPThe corpus is available for dow.nload from CLARIN.SI.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1185";;;
"Slovenian Definition Extraction evaluation datasets RSDO-def 1.0";"http://hdl.handle.net/11356/1841";"2,216 sentences";"term definition evaluation";"CC BY-SA 4.0";;"Slovenian";"This corpus contains sentences extracted from the <a href=""http://hdl.handle.net/11356/1470"">Corpus of term-annotated texts RSDO5 1.1</a>, which contains texts with annotated terms from four different domains: biomechanics, linguistics, chemistry, and veterinary science. The file and sentence identifiers are the same as in the original RSDO corpus. The labels added to the sentences included in the dataset denote: 0: Non-definition; 1: Weak definition; 2: Definition.#SEPThe dataset consists of two parts: 1. RSDO-def-random employed a random sampling strategy, with 14 definitions, 98 weak-definitions and 849 non-definitions; and 2. RSDO-def-larger added sentences to the random one by the pattern-based definition extraction as presented in Pollak et al. (2014). It contains 169 definitions, 214 weak-definitions and 872 non-definitions. Both parts were manually annotated by five terminographers. In case of discrepancies between annotators, a consensus was reached and the final label was confirmed by all five annotators. Duplicates were removed in both parts.#SEPThe criteria for annotation are based on the standard ISO 1087-1:2000 (E/F) Terminology Work - Vocabulary, Part 1, Theory and Application, which explains a definition as follows: ""Representation of a concept by a descriptive statement which serves to differentiate it from related concepts"". Weak definition labels were assigned if the extracted sentences contained a term and at least one delimiting feature without a superordinate concept, or sentences consisting of superordinate concepts without delimiting features but with some typical examples. Instances were labeled as Non-definition if the sentence with the extracted concept did not contain any information about the concept or its delimiting features.#SEPThe corpus is available for download from the CLARIN.SI repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1841";"Tran et al. (2023)#SEPPollak (2014)";"https://elex.link/elex2023/wp-content/uploads/19.pdf#SEPhttps://doi.org/10.4312/slo2.0.2014.1.1-40";
"Slovenian Word in Context dataset SloWiC 1.0";"http://hdl.handle.net/11356/1781";"14,958 items";"word sense disambiguation";"CC BY-SA 4.0";;"Slovenian";"The SloWIC dataset is a Slovenian dataset for the Word in Context task. Each example in the dataset contains a target word with multiple meanings and two sentences that both contain the target word. Each example is also annotated with a label that shows if both sentences use the same meaning of the target word. The dataset contains 1808 manually annotated sentence pairs and additional 13150 automatically annotated pairs to help with training larger models. The dataset is stored in the JSON format following the format used in the <a href=""https://github.com/clarinsi/classla"">SuperGLUE version</a> of the Word in Context task.#SEPEach example contains the following data fields:
<ul>
<li>word: The target word with multiple meanings</li>
<li>sentence1: The first sentence containing the target word</li>
<li>sentence2: The second sentence containing the target word</li>
<li>idx: The index of the example in the dataset</li>
<li>label: Label showing if the sentences contain the same meaning of the target word</li>
<li>start1: Start of the target word in the first sentence</li>
<li>start2: Start of the target word in the second sentence</li>
<li>end1: End of the target word in the first sentence</li>
<li>end2: End of the target word in the second sentence</li>
<li>version: The version of the annotation</li>
<li>manual_annotation: Boolean showing if the label was manually annotated</li>
<li>group: The group of annotators that labelled the example</li>
</ul>";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1781";;;
"Terminology identification dataset KAS-term 1.0";"http://hdl.handle.net/11356/1198";"22,950 term candidates";"monolingual term extraction";"CC BY-SA 4.0";;"Slovenian";"This corpus contains term candidates from PhD theses in chemistry, computer science and political science.#SEPThe corpus is available for download from the CLARIN.SI repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1198";"Holozan (2018)";"https://www.clarin.eu/resource-families/manually-annotated-corpora#Holozan%202018";
"Training corpus ssj500k 2.1";"http://hdl.handle.net/11356/1181";"586,000 tokens";"verbal multiword expression tagging, semantic role labelling";"CC BY-NC-SA 4.0";;"Slovenian";"This corpus contains standard Slovenian.#SEPThe corpus is available through the concordancers KonText and noSketchEngine and for download from the CLARIN.SI repository.";"Manually annotated corpora";"KonText#SEPnoSketch#SEPDownload";"https://www.clarin.si/kontext/first_form?corpname=ssj500k21#SEPhttps://www.clarin.si/noske/run.cgi/corp_info?corpname=ssj500k21&struct_attr_stats=1#SEPhttp://hdl.handle.net/11356/1181";;;
"Bilingual terminology extraction dataset KAS-biterm 1.0";"http://hdl.handle.net/11356/1199";"1,950 sentences, 78,500 tokens, 3,700 terms";"bi-lingual term extraction";"CC BY-SA 4.0";;"Slovenian, English";"This corpus contains PHD theses.#SEPThe corpus is available for download from the CLARIN.SI repository.";"Manually annotated corpora";"Download";"http://hdl.handle.net/11356/1199";;;
