"Corpus";"Corpus_URL";"Size";"Annotation";"Licence";"Licence_URL";"Language";"Description";"Family";"Buttons";"Buttons_URL";"Publication";"Publication_URL";"Note"
"Bibterms. Glossary of archive and library sciences";"http://hdl.grnet.gr/11500/IONION-0000-0000-250E-8";"1,223 Lexical Types";;"CC-BY";;"Greek, English";"This is a glossary of archival library science terms. The resource is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/IONION-0000-0000-250E-8";;;
"Glossary of feminist theory";"http://hdl.grnet.gr/11500/UOA-0000-0000-25EB-E";"100 entries";;"CC-BY-NC";;"Greek, English";"This is a glossary of terms related to Feminist theory/criticism, and gender theory. The resource is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/UOA-0000-0000-25EB-E";;;
"Orossimo Terminological Resource";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-4B49-B";"22,308 terms";"lexical semantic relations, usage notes";"CC-BY-NC-SA 4.0";;"Greek, English";"This is a glossary of terms from various domains e.g. History, Computer Science, Biology etc. The resource is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-4B49-B";;;
"PANACEA Environment Bilingual Glossary EL-EN (Greek-English)";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23F6-3";"18,582 entries";"lemmas, translation equivalent";"CC-BY";;"Greek, English";"This glossary is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23F6-3";;;
"Τρίγλωσσο Ορολογικό Λεξικό (ΤΟΛ)";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-5837-0";"5,224 Entries";;"CC-BY-NC–ND";;"Greek, English, Turkish";"This is a trilingual term glossary for foreign students who want to improve their language skills in Greek and familiarize themselves with information technology. The resource is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-5837-0";;;
"Greek-French lexicon of football";"http://hdl.grnet.gr/11500/UOA-0000-0000-25ED-C";"870 entries";"lexical semantic features";"CC-BY-NC";;"Greek, French";"This is a glossary of football terms available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/UOA-0000-0000-25ED-C";;;
"Greek Crisis Multilingual Term Project";"http://hdl.grnet.gr/11500/IONION-0000-0000-2511-3";"820 concepts";;"CC-BY";;"Greek, Italian, Turkish, English, German, French, Spanish, Castilian";"This is a glossary of terms related to the Greek government-debt crisis. The resource is available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/IONION-0000-0000-2511-3";;;
"MFSA_Maltese_Company_Registry";"http://doi.org/21.11115/0000-000B-D313-1";"45,993 entries";;"CC-BY-NC";;"Maltese, English";"This glossary is available for download from CLARIN PORTULAN.";"Glossaries";"Download";"http://doi.org/21.11115/0000-000B-D313-1";;;
"English for business";"http://hdl.handle.net/11509/116";"498 entries";;"CLARIN ACA";;"Norwegian Bokmål, English";"This glossary includes terms from the domains of economics and business administration. The resource is available for download from CLARINO.";"Glossaries";"Download";"http://hdl.handle.net/11509/116";;;
"UHR's Termbase for Norwegian higher education institutions";"http://hdl.handle.net/11509/122";"1,786 entries";;"CLARIN_PUB-BY";;"Norwegian Bokmål, English, Norwegian Nynorsk";"This is a database of terms available for download from CLARINO and for online browsing.";"Glossaries";"Browse#SEPDownload";"https://oda.uib.no/app/term/aterm#SEPhttp://hdl.handle.net/11509/122";;;
"Norwegian biodiversity terminology database";"http://hdl.handle.net/11509/115";"297 entries";;"CLARIN_PUB-BY";;"Norwegian Bokmål, Norwegian Nynorsk, Latin";"This glossary includes terms from the domains of biology. The resource is available for download from CLARINO.";"Glossaries";"Download";"http://hdl.handle.net/11509/115";;;
"Multilingual lexicon of toponyms";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23C1-E";"281,375 entries";"lemmas, semantics, translation equivalents";"CC-BY-SA";;"Polish + translations into English, Romanian, Hungarian, Bulgarian, Polish, Greek, German, Serbian, Slovak, Croatian";"This is a glossary of toponyms available for download from clarin:el.";"Glossaries";"Download";"http://hdl.grnet.gr/11500/ATHENA-0000-0000-23C1-E";;;
